Nombre,Tipo de Actor,Organización,Cargo,Tipo Participación,Evento,Fecha,País,Tema/Panel,Fuente URL
Goldencenter Buenos Aires,Organización,Centro eventos CABA,Sede,Sede física,"18° Seminario ""Argentina Oro, Plata y Cobre"" (Panorama Minero)",4-5 Dic 2024,Argentina,Sede física,https://litio.com.ar/la-mineria-argentina-cierra-un-intenso-2024-en-el-evento-anual-de-panorama-minero-argentina-oro-plata-y-cobre/
"Panorama Minero - Revista ""Argentina Oro, Plata y Cobre""",Organización,Medio especializado,Organizador principal,Organizador principal,"18° Seminario ""Argentina Oro, Plata y Cobre"" (Panorama Minero)",4-5 Dic 2024,Argentina,Desde 1996,https://www.oroplataycobre.com.ar/
Pablo A. Bergese,Persona,Gobierno de Jujuy / Jujuy Energía Viva,Coordinador Sustentabilidad Minera / Ing. Químico,Panelista,3rd Argentina & LATAM Lithium Summit 2024,20-21 Nov 2024,Argentina,Sustentabilidad litio Jujuy,https://mineriaydesarrollo.com/se-viene-la-3-edicion-de-argentina-latam-lithium-summit-2024-con-importantes-speakers/
Franco Borrello,Persona,WINDSOL Consulting,Ingeniero Energía Renovable / Consultor,Panelista,3rd Argentina & LATAM Lithium Summit 2024,20-21 Nov 2024,Argentina,Integración renovable-litio,https://app.qwoted.com/opportunities/event-3rd-argentina-latam-lithium-summit-2024
Azul Moreno,Persona,ZELANDEZ,Process Performance Director,Panelista empresarial,3rd Argentina & LATAM Lithium Summit 2024,20-21 Nov 2024,Argentina,Servicios técnicos litio,https://app.qwoted.com/opportunities/event-3rd-argentina-latam-lithium-summit-2024
Lithium Royalty Corp,Organización,Fondo regalías litio,Silver Sponsor,Silver Sponsor,3rd Argentina & LATAM Lithium Summit 2024,20-21 Nov 2024,Argentina,Patrocinador,https://app.qwoted.com/opportunities/event-3rd-argentina-latam-lithium-summit-2024
Aggreko,Organización,Energía temporal,Silver Sponsor,Silver Sponsor,3rd Argentina & LATAM Lithium Summit 2024,20-21 Nov 2024,Argentina,Patrocinador,https://app.qwoted.com/opportunities/event-3rd-argentina-latam-lithium-summit-2024
Galileo Technologies,Organización,Tecnología energética,Silver Sponsor / expositor,Silver Sponsor,3rd Argentina & LATAM Lithium Summit 2024,20-21 Nov 2024,Argentina,Patrocinador,https://www.galileotechnologies.com/news/galileo-at-latam-lithium-summit-2024
Nokia,Organización,Tecnología conectividad,Silver Sponsor,Silver Sponsor,3rd Argentina & LATAM Lithium Summit 2024,20-21 Nov 2024,Argentina,Patrocinador tecnológico,https://app.qwoted.com/opportunities/event-3rd-argentina-latam-lithium-summit-2024
PerkinElmer,Organización,Instrumentos laboratorio,Silver Sponsor,Silver Sponsor,3rd Argentina & LATAM Lithium Summit 2024,20-21 Nov 2024,Argentina,Patrocinador tecnológico,https://app.qwoted.com/opportunities/event-3rd-argentina-latam-lithium-summit-2024
Martínez de Hoz & Rueda,Organización,Estudio jurídico Argentina,Silver Sponsor,Silver Sponsor,3rd Argentina & LATAM Lithium Summit 2024,20-21 Nov 2024,Argentina,Asesoría legal minera,https://app.qwoted.com/opportunities/event-3rd-argentina-latam-lithium-summit-2024
Southern Cross Exploration,Organización,Exploración minera,Silver Sponsor,Silver Sponsor,3rd Argentina & LATAM Lithium Summit 2024,20-21 Nov 2024,Argentina,Patrocinador exploración,https://app.qwoted.com/opportunities/event-3rd-argentina-latam-lithium-summit-2024
Cámara del Asia,Organización,Cámara bilateral Argentina,Apoyo difusión,Apoyo difusión,3rd Argentina & LATAM Lithium Summit 2024,20-21 Nov 2024,Argentina,Difusión Asia-Argentina,https://camaradelasia.org/3er-encuentro-argentina-latam-lithium-summit-2024/
Madeleine King,Persona,Gobierno de Australia,Ministra de Recursos,Keynote,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Políticas minerales críticos Australia,https://www.industry.gov.au/news/australia-drives-global-critical-minerals-policy-international-summit
Victoria Pullen,Persona,Gobierno Australia / IEA Critical Minerals Working Party,GM Critical Minerals Office / Chair CMWP,Panelista,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Coordinación técnica IEA,https://www.industry.gov.au/news/australia-drives-global-critical-minerals-policy-international-summit
Jennifer M. Granholm,Persona,US Department of Energy,Secretaria de Energía,Keynote,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Política CRM USA,https://esgnews.com/event/iea-critical-minerals-and-clean-energy-summit/
Jose W. Fernandez,Persona,US State Department,Under Secretary,Panelista,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,MSP y CRM USA,https://esgnews.com/event/iea-critical-minerals-and-clean-energy-summit/
Paul Chanda Kabuswe,Persona,Gobierno de Zambia,Ministro de Minas y Desarrollo Minero,Keynote,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Minerales Zambia,https://esgnews.com/event/iea-critical-minerals-and-clean-energy-summit/
Pascal Canfin,Persona,Parlamento Europeo,Presidente Comité Medio Ambiente (MEP),Panelista,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Política europea CRM,https://esgnews.com/event/iea-critical-minerals-and-clean-energy-summit/
Gina Ocqueteaux Tacchini,Persona,SQM,Board Member independiente,Panelista empresarial,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Representación SQM (Chile),https://esgnews.com/event/iea-critical-minerals-and-clean-energy-summit/
Christian Tegllund Blaabjerg,Persona,Industriens Pension (Dinamarca),Investment Strategist,Panelista financiero,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Inversión institucional CRM,https://esgnews.com/event/iea-critical-minerals-and-clean-energy-summit/
Matthew Chamberlain,Persona,London Metal Exchange (LME),CEO,Panelista mercado,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Mercado CRM global,https://esgnews.com/event/iea-critical-minerals-and-clean-energy-summit/
Yun B. Choi,Persona,Korea Zinc,Executive Chairman & CEO,Panelista empresarial,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Refinación CRM Corea,https://esgnews.com/event/iea-critical-minerals-and-clean-energy-summit/
Rohitesh Dhawan,Persona,ICMM – International Council on Mining and Metals,President & CEO,Panelista industrial,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Estándares minería global,https://esgnews.com/event/iea-critical-minerals-and-clean-energy-summit/
Chris Doornbos,Persona,E3 Lithium (Canadá),CEO,Panelista empresarial,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Litio Alberta / DLE,https://esgnews.com/event/iea-critical-minerals-and-clean-energy-summit/
Claudio Facchin,Persona,Hitachi Energy,CEO,Panelista,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Transmisión y CRM,https://esgnews.com/event/iea-critical-minerals-and-clean-energy-summit/
Bélgica (Ministro),Organización,Gobierno de Bélgica,Delegación ministerial,Delegación ministerial,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Delegación europea,https://www.iea.org/news/first-ever-iea-critical-minerals-and-clean-energy-summit-to-take-place-on-28-september
Canadá (Ministro),Organización,Gobierno de Canadá,Delegación ministerial,Delegación ministerial,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Delegación productora,https://www.iea.org/news/first-ever-iea-critical-minerals-and-clean-energy-summit-to-take-place-on-28-september
Chile (Ministro),Organización,Gobierno de Chile,Delegación ministerial,Delegación ministerial,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Triángulo del Litio,https://www.iea.org/news/first-ever-iea-critical-minerals-and-clean-energy-summit-to-take-place-on-28-september
Hungría (Ministro),Organización,Gobierno de Hungría,Delegación ministerial,Delegación ministerial,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Delegación europea,https://www.iea.org/news/first-ever-iea-critical-minerals-and-clean-energy-summit-to-take-place-on-28-september
Indonesia (Ministro),Organización,Gobierno de Indonesia,Delegación ministerial,Delegación ministerial,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Níquel estratégico,https://www.iea.org/news/first-ever-iea-critical-minerals-and-clean-energy-summit-to-take-place-on-28-september
Japón (Ministro),Organización,Gobierno de Japón,Delegación ministerial,Delegación ministerial,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Delegación consumidora,https://www.iea.org/news/first-ever-iea-critical-minerals-and-clean-energy-summit-to-take-place-on-28-september
Marruecos (Ministro),Organización,Gobierno de Marruecos,Delegación ministerial,Delegación ministerial,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Fosfatos y cobalto,https://www.iea.org/news/first-ever-iea-critical-minerals-and-clean-energy-summit-to-take-place-on-28-september
Polonia (Ministro),Organización,Gobierno de Polonia,Delegación ministerial,Delegación ministerial,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Delegación europea,https://www.iea.org/news/first-ever-iea-critical-minerals-and-clean-energy-summit-to-take-place-on-28-september
Comisaria Mercado Interno UE,Organización,Comisión Europea,Delegación UE,Delegación UE,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Delegación UE,https://www.iea.org/news/first-ever-iea-critical-minerals-and-clean-energy-summit-to-take-place-on-28-september
Comisionado Infraestructura y Energía Unión Africana,Organización,Unión Africana,Delegación UA,Delegación continental,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Delegación africana,https://www.iea.org/news/first-ever-iea-critical-minerals-and-clean-energy-summit-to-take-place-on-28-september
BHP,Organización,Minera global australiana,Expositor empresarial,Expositor empresarial,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Mayor minera global,https://www.theassay.com/articles/feature-story/iea-successfully-hosts-first-ever-critical-minerals-and-clean-energy-summit/
Glencore,Organización,Minera global suiza,Expositor empresarial,Expositor empresarial,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Comercio CRM global,https://www.theassay.com/articles/feature-story/iea-successfully-hosts-first-ever-critical-minerals-and-clean-energy-summit/
Rio Tinto,Organización,Minera global anglo-australiana,Expositor empresarial,Expositor empresarial,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Litio y cobre,https://www.theassay.com/articles/feature-story/iea-successfully-hosts-first-ever-critical-minerals-and-clean-energy-summit/
50 países (delegaciones completas),Organización,Gobiernos IEA y socios,Delegaciones oficiales,Delegaciones oficiales,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Cumbre ministerial amplia,https://www.theassay.com/articles/feature-story/iea-successfully-hosts-first-ever-critical-minerals-and-clean-energy-summit/
~40 líderes empresariales,Organización,Empresas globales CRM,Líderes empresariales,Líderes empresariales,IEA Critical Minerals and Clean Energy Summit,2023-09-28,Francia,Diálogo público-privado,https://www.theassay.com/articles/feature-story/iea-successfully-hosts-first-ever-critical-minerals-and-clean-energy-summit/
Luz Maria de la Mora,Persona,UNCTAD,Directora División Comercio Internacional y Commodities,Anfitriona / moderadora,UNCTAD Global Commodities Forum 2024,9-10 Dic 2024,Suiza,Organización GCF,https://unctad.org/meeting/global-commodities-forum-2024
Noel Perez Benitez,Persona,CEPAL / analistas fiscales LATAM,Experto (net-zero LAC hidrocarburos),Ponente,UNCTAD Global Commodities Forum 2024,9-10 Dic 2024,Suiza,Impacto fiscal net-zero LAC,https://unctad.org/meeting/global-commodities-forum-2024
Kristi Disney Bruckner,Persona,IRMA,Executive Director,Ponente sesión CETM,UNCTAD Global Commodities Forum 2024,9-10 Dic 2024,Suiza,Salvaguardas riesgos CRM,https://unctad.org/meeting/global-commodities-forum-2024
Saleem H. Ali,Persona,University of Delaware,Profesor / experto,Ponente sesión CETM,UNCTAD Global Commodities Forum 2024,9-10 Dic 2024,Suiza,Minerales y economía circular,https://unctad.org/meeting/global-commodities-forum-2024
Robert Antoshak,Persona,Consultor textiles sostenibles,Experto,Ponente,UNCTAD Global Commodities Forum 2024,9-10 Dic 2024,Suiza,Estándares de sostenibilidad,https://unctad.org/meeting/global-commodities-forum-2024
Daniel Durand,Persona,Consultor fibra de lino / Flax Europe,Experto,Ponente,UNCTAD Global Commodities Forum 2024,9-10 Dic 2024,Suiza,Fibras sostenibles,https://unctad.org/meeting/global-commodities-forum-2024
Rodrigo Carcamo Diaz,Persona,UNCTAD,Funcionario,Ponente,UNCTAD Global Commodities Forum 2024,9-10 Dic 2024,Suiza,Estándares agrícolas,https://unctad.org/meeting/global-commodities-forum-2024
Palais des Nations,Organización,Sede ONU Ginebra,Sede,Sede institucional,UNCTAD Global Commodities Forum 2024,9-10 Dic 2024,Suiza,Sede evento,https://unctad.org/meeting/global-commodities-forum-2024
G20 High-Level Independent Panel on Financing (conexión),Organización,Panel G20,Participante en redes,Vinculación con GCF (Grynspan),UNCTAD Global Commodities Forum 2024,9-10 Dic 2024,Suiza,Redes multilaterales,https://unctad.org/osgstatement/global-commodities-forum-2024
Gabriel Boric Font,Persona,Gobierno de Chile,Presidente de la República,Keynote,Lanzamiento ENL – Ruinas de Huanchaca,2023-04-21,Chile,Anuncio ENL Antofagasta,https://www.economia.gob.cl/2023/04/21/presidente-gabriel-boric-junto-a-ministros-lanza-estrategia-nacional-del-litio-en-antofagasta-el-litio-nos-presenta-una-gran-oportunidad-para-el-desarrollo-que-no-podemos-desaprovechar.htm
Mario Marcel,Persona,Ministerio de Hacienda,Ministro de Hacienda,Panelista ministerial,Lanzamiento ENL – Ruinas de Huanchaca,2023-04-21,Chile,Marco fiscal ENL,https://www.hacienda.cl/noticias-y-eventos/noticias/presidente-ministros-lanzan-estrategia-litio
Alberto van Klaveren,Persona,Ministerio de Relaciones Exteriores,Ministro de RREE,Panelista ministerial,Lanzamiento ENL – Ruinas de Huanchaca,2023-04-21,Chile,Dimensión internacional ENL,https://www.economia.gob.cl/2023/04/21/presidente-gabriel-boric-junto-a-ministros-lanza-estrategia-nacional-del-litio-en-antofagasta-el-litio-nos-presenta-una-gran-oportunidad-para-el-desarrollo-que-no-podemos-desaprovechar.htm
Nicolás Grau,Persona,"Ministerio de Economía, Fomento y Turismo",Ministro de Economía,Panelista ministerial,Lanzamiento ENL – Ruinas de Huanchaca,2023-04-21,Chile,Encadenamientos productivos litio,https://www.economia.gob.cl/2023/04/21/presidente-gabriel-boric-junto-a-ministros-lanza-estrategia-nacional-del-litio-en-antofagasta-el-litio-nos-presenta-una-gran-oportunidad-para-el-desarrollo-que-no-podemos-desaprovechar.htm
Marcela Hernando,Persona,Ministerio de Minería,Ministra de Minería,Panelista ministerial,Lanzamiento ENL – Ruinas de Huanchaca,2023-04-21,Chile,Política minera ENL,https://www.hacienda.cl/noticias-y-eventos/noticias/presidente-ministros-lanzan-estrategia-litio
Aisén Etcheverry,Persona,"Ministerio de Ciencia, Tecnología, Conocimiento e Innovación",Ministra,Panelista ministerial,Lanzamiento ENL – Ruinas de Huanchaca,2023-04-21,Chile,Instituto Litio y Salares,https://www.economia.gob.cl/2023/04/21/presidente-gabriel-boric-junto-a-ministros-lanza-estrategia-nacional-del-litio-en-antofagasta-el-litio-nos-presenta-una-gran-oportunidad-para-el-desarrollo-que-no-podemos-desaprovechar.htm
José Miguel Benavente,Persona,Corfo,Vicepresidente Ejecutivo,Panelista institucional,Lanzamiento ENL – Ruinas de Huanchaca,2023-04-21,Chile,Rol Corfo en ENL,https://www.economia.gob.cl/2023/04/21/presidente-gabriel-boric-junto-a-ministros-lanza-estrategia-nacional-del-litio-en-antofagasta-el-litio-nos-presenta-una-gran-oportunidad-para-el-desarrollo-que-no-podemos-desaprovechar.htm
Ruinas de Huanchaca,Organización,Museo / sede simbólica,Sede protocolar,Sede física,Lanzamiento ENL – Ruinas de Huanchaca,2023-04-21,Chile,Sede Antofagasta,https://www.economia.gob.cl/2023/04/21/presidente-gabriel-boric-junto-a-ministros-lanza-estrategia-nacional-del-litio-en-antofagasta-el-litio-nos-presenta-una-gran-oportunidad-para-el-desarrollo-que-no-podemos-desaprovechar.htm
José García Ruminot,Persona,Senado de Chile,Presidente del Senado,Inauguración,ENL Quo Vadis – Conversatorio,2024-04-22,Chile,Apertura institucional,https://tv.senado.cl/tvsenado/programas/especiales/especial-conversatorio-estrategia-nacional-del-litio/2024-04-22/151544.html
Juan Luis Castro,Persona,Senado de Chile - Comisión de Minería y Energía,Presidente Comisión,Presentación / marco panel,ENL Quo Vadis – Conversatorio,2024-04-22,Chile,Desafíos de política pública ENL,https://tv.senado.cl/tvsenado/programas/especiales/especial-conversatorio-estrategia-nacional-del-litio/2024-04-22/151544.html
Santiago González,Persona,Universidad Central de Chile,Rector (exministro de Minería),Panelista,ENL Quo Vadis – Conversatorio,2024-04-22,Chile,Balance crítico ENL,https://www.reporteminero.cl/noticia/noticias/2024/04/conversatorio-quo-vadis-aborda-estrategia-nacional-litio
Iván Weissman,Persona,El Mostrador,Editor de Economía,Panelista,ENL Quo Vadis – Conversatorio,2024-04-22,Chile,Acuerdo Codelco-SQM,https://www.reporteminero.cl/noticia/noticias/2024/04/conversatorio-quo-vadis-aborda-estrategia-nacional-litio
Marcelo Drago,Persona,Abogado / Consejo para la Transparencia (ex-presidente),Expresidente,Panelista,ENL Quo Vadis – Conversatorio,2024-04-22,Chile,Estándares de transparencia,https://tv.senado.cl/tvsenado/programas/especiales/especial-conversatorio-estrategia-nacional-del-litio/2024-04-22/151544.html
